name,mrp,discountPercent,availableQuantity,discountedSellingPrice,weightInGms,outOfStock,quantity
Gala Cloth Poccha/Mop,12500,9,6,11300,58,FALSE,1
Chakaachak Floor Cleaning Pocha,5000,2,6,4900,58,FALSE,1
Oxi Green Floor Cleaner - Floral,17900,10,6,16100,1000,FALSE,1
"Godrej Aer Pocket, Bathroom Air Fragrance - Assorted Pack Of 3",16000,0,6,16000,30,FALSE,30
Ariel Complete Detergent Washing Powder 1 kg + 500 g Free,28000,6,6,26300,1500,FALSE,1
Chakaachak Sponge Scrubber (Pack of 2),4500,2,6,4400,116,FALSE,2
Lizol Disinfectant Surface & Floor Cleaner Liquid Floral,10300,5,6,9700,500,FALSE,500
Harpic Germ & Stain Blaster Disinfectant Toilet Cleaner Floral,14800,7,6,13700,750,FALSE,750
Hit Lime Fresh Flying Insect Killer,26900,0,6,26900,385,FALSE,385
Fevistik Super Glue Stick,4000,2,6,3900,15,FALSE,15
Godrej Ezee Liquid Detergent,17500,0,6,17500,1000,FALSE,1
Odonil Air Fresher Buy 3 Get 1 Free,22500,5,3,21300,300,FALSE,300
"""Godrej Aer Power Pocket - Long Lasting Bathroom Fragrance Fresh Blossom""",5500,0,6,5500,10,FALSE,10
Genteel Liquid Detegrent,32000,0,6,32000,2000,FALSE,2
Scotch Brite Scrub Pad,7500,9,6,6800,290,FALSE,5
Shubh kart - Nirmal Eco Box Chandan Agarbatti - 100g,6500,13,5,5600,100,FALSE,100
Surf Excel Quick Wash,60000,8,1,54900,4000,FALSE,4
Hem Mantra Masala Agarbatti,8500,7,1,7900,50,FALSE,50
Odonil Room Air Freshener Spray Lavender Mist,14900,5,4,14100,240,FALSE,240
Chakaachak Mega Star Toilet Brush,11000,2,4,10700,58,FALSE,1
Om Bhakti Wick for Diya - Cotton Long Batti ,1900,0,4,1900,50,FALSE,50
Origami Non-Woven Kitchen Towel,19000,14,4,16200,80,FALSE,80
Shubh kart - Nirmal 5 in 1 Agarbatti Zipper - 150g,6500,13,6,5600,150,FALSE,150
Harpic Lemon Bathroom Cleaner ,9500,9,6,8600,500,FALSE,500
Scotch Brite Sponge Wipes,20000,0,2,20000,174,FALSE,3
Godrej Aer Spray Fresh Lush Green,15000,16,2,12600,240,FALSE,240
Oxi Green Phenyl Concentrate,20000,10,6,18000,1000,FALSE,1
Oxi Green Max Force Green Concentrate,10700,10,3,9600,500,FALSE,500
Godrej Aer Morning Misty Meadows Home Air Freshener,15000,0,4,14900,240,FALSE,240
Kiwi Dranex Drain Cleaner,13500,9,1,12200,348,FALSE,6
Origami Disposable Spoons,8000,10,3,7200,1160,FALSE,20
Pril Bar Tub,5500,0,1,5500,500,FALSE,500
Om Bhakti Wick for Diya - Cotton Flower Batti ,1900,0,4,1900,60,FALSE,60
Chakaachak Deluxe Dustpan Grey,6800,2,3,6600,58,FALSE,1
Lizol Disinfectant Surface & Floor Cleaner Liquid Citrus,20500,8,3,18800,975,FALSE,975
ScotchBrite Premium Kitchen Towels,15000,18,3,12300,174,FALSE,1
Vanish All in One Powder Detergent Booster,21000,10,2,18900,400,FALSE,400
Good Knight Fabric Personal Mosquito Repellent Roll On,7500,0,3,7500,8,FALSE,8
Gala Iron Bull Scrub Pad,14000,10,6,12600,174,FALSE,3
Tide Plus Extra Power Lemon & Mint Detergent Powder,21500,1,6,21100,2000,FALSE,2
Chakaachak Dustpan Grey,7000,2,5,6800,58,FALSE,1
Mortein PowerGard Rat Kill Cake,6400,6,6,6000,100,FALSE,100
Odomos Mosquito Repellent Cream,2500,0,1,2500,23,FALSE,25
Shubh kart - Nirmal Eco Box Sugandhi Mogra Agarbatti - 100g,6500,13,6,5600,100,FALSE,100
Cherry Blossom Wax Shoe Polish Black,6800,5,6,6400,40,FALSE,40
Origami Paper Plates,24000,15,5,20400,50,FALSE,50
Gala Microfiber Magic Cloth 2-In-1,17500,9,6,15800,58,FALSE,1
Mr Muscle Dranex Drain Cleaner Kiwi,16000,6,4,14900,375,FALSE,375
Lizol Disinfectant Surface & Floor Cleaner Liquid Jasmine,10300,5,6,9700,500,FALSE,500
Odonil Room Spray Air Freshener Citrus Fres,15000,12,4,13200,137,FALSE,137
Scotch Brite Power Scrub Pad,5000,2,6,4900,58,FALSE,1
Origami Good Karma Toilet Roll,27500,14,6,23400,232,FALSE,1
Shubh kart - Shubhkart Sambrani Cup Black 12n,8000,6,4,7500,696,FALSE,12
Gala Scrubber Pad,7500,9,5,6800,290,FALSE,5
Origami So Soft Tissue Roll Single - 340 Pulls 3 Ply,8000,0,1,8000,58,FALSE,1
Odomos lotion - Mosquito Repellent,9000,8,6,8200,120,FALSE,120
Surf Excel Matic Front Load Detergent Powder,53000,4,6,50700,2000,FALSE,2
Fevicol Mr.Original General Purpose White Glue ,5000,2,6,4900,105,FALSE,100
Aro Aluminium Container with Lid 230 ml,7500,9,3,6800,25,FALSE,25
Harpic Power Fresh 6 Toilet Cleaner Rim Block Floral Delight,18800,10,6,16900,35,FALSE,35
Origami So Soft Tissue Roll 3 Ply,39000,11,6,34700,696,FALSE,12
Ariel Matic Front Load Detergent Washing Powder,80000,15,6,68000,3000,FALSE,3
Gala Double Hockey Toilet Brush,15000,10,6,13500,58,FALSE,1
Surf Excel Detergent Bar Value Pack,11400,0,6,11400,800,FALSE,800
Odonil Zipper Blissful Citrus,5500,0,1,5500,10,FALSE,10
Eveready Base B22 9-Watt LED Bulb,15000,0,2,15000,58,FALSE,1
Scotch Brite Sponge Wipe,33000,10,6,29700,290,FALSE,5
Domex Disinfectant Floor Cleaner,18000,5,6,17000,1000,FALSE,1
Surf Excel Matic Powder Front Load ,81000,7,2,75000,4000,FALSE,4
Scotch Brite Silver Sparks Scrub Pad,9000,10,6,8100,348,FALSE,3
Airwick Room Air Freshener Spray Cool Water & Aloe Vera,16100,5,6,15200,245,FALSE,245
Shubh kart - Surabhi Camphor Pouch 50g,9500,9,6,8600,50,FALSE,50
Pril Power Of Active Boosters,10200,0,1,10200,400,FALSE,400
Scotch Brite Tough Scrubber Brush,15000,6,6,14000,58,FALSE,1
Mortein Dual All Insect Killer Spray,28000,10,6,25200,600,FALSE,600
Lizol Double Concentrate Disinfectant Floor Cleaner Lavender,32500,10,6,29200,900,FALSE,900
Eveready Ultima Alkaline Battery AAA,6800,0,6,6800,116,FALSE,2
Shubh kart - Tejas Twisted Cotton Wicks 1000n,3000,6,6,2800,1000,FALSE,1000
Lizol Double Concentrate Disinfectant Floor Cleaner Citrus,65000,8,6,59800,1900,FALSE,1
Surf Excel Matic Top Load,72000,9,4,64900,4000,FALSE,4
Oxi Green Dish Wash Liquid - Lemon,10500,6,6,9800,500,FALSE,500
Mangalam Camphor,10000,10,6,9000,50,FALSE,50
Cherry Blossom Liquid Wax Polish (Dark Tan),9800,5,6,9300,75,FALSE,75
Gala EzeeSqueegee Wiper,15000,10,6,13500,58,FALSE,1
Lizol Disinfectant Surface & Floor Cleaner Liquid Pine,20500,8,6,18800,975,FALSE,975
Philips Stellar Bright 16W Light Bulb,39000,16,6,32400,58,FALSE,1
Airwick EverFresh Gel Bathroom Air Freshener - Lavender Dew,7000,10,6,6300,50,FALSE,50
Origami Cups Plain 100 units,15500,14,5,13200,100,FALSE,100
Airwick EverFresh Gel Bathroom Air Freshener - Citrus Splash,7000,10,6,6300,50,FALSE,50
Ariel Matic Liquid Detergent Front Load,25000,0,6,25000,1000,FALSE,1
Om Bhakti Gangajal Packed At Gangotri,3000,3,6,2900,220,FALSE,220
Odonil Air Freshner Lavender Meadows,7500,5,4,7100,75,FALSE,75
Om Bhakti Haldi ,1200,0,4,1200,15,FALSE,15
Cherry Blossom Wax Shoe Polish Dark Tan,6800,5,6,6400,40,FALSE,40
Dabur Odomos Naturals Mosquito Repellant Gel,7500,8,4,6900,80,FALSE,80
Shubh kart - Nirmal sugandhi mogra wet dhoop zipper 20 sticks,3000,6,6,2800,1160,FALSE,20
Lizol Disinfectant Surface & Floor Cleaner Liquid Floral,20500,8,6,18800,975,FALSE,975
Om Bhakti Wick for Diya - Ghee Cotton Wicks Big ,18900,10,6,17000,30,FALSE,30
Air Wick Room Air Freshener Spray - Lavender & Lotus,16100,5,6,15200,245,FALSE,245
Scotch Brite Kitchen Sink Brush,13500,9,5,12200,58,FALSE,1
Odonil Room Air Freshener Spray - Lavender Mist,15000,12,1,13200,137,FALSE,137
Godrej Aer Power Pocket - Long Lasting Bathroom Fragrance Lavender Bloom,5500,0,4,5500,10,FALSE,10
Origami Good Karma Paper Serviettes ,8000,10,6,7200,50,FALSE,50
Scotch Magic Tape,11500,14,6,9800,58,FALSE,1
Ambi Pur Car Freshener Gel - Relaxing Lavender,29900,10,2,26900,75,FALSE,75
Origami Kitchen Towels 4 in 1 60 Pulls 2 Ply,26500,0,6,26500,58,FALSE,1
Ariel Matic Liquid Detergent Front Load,22500,0,6,22500,1000,FALSE,1
Om Bhakti Wick for Diya - Ghee Cotton Wicks Small ,13900,10,6,12500,30,FALSE,30
Chakaachak Super Strong Scrub,2900,3,5,2800,58,FALSE,1
Nimyle Lemongrass Floor Cleaner,16500,5,5,15600,975,FALSE,975
Oxi Green Floor Cleaner - Citrus ,17900,10,6,16100,1000,FALSE,1
Airwick Room Air Freshener Spray - Rose & Saffron,16100,5,5,15200,245,FALSE,245
Origami Luxuria Kitchen Towel 300 Pulls Single,32000,0,2,32000,58,FALSE,1
Philips EyePro 10.5W Light Bulb,22000,10,6,19800,58,FALSE,1
Mangalam Camphor Tablet Jar,28000,10,6,25200,100,FALSE,100
Chakaachak Super Sponge Wipes (Pack of 3),14000,0,6,14000,174,FALSE,3
"""Origami Good Karma Paper Serviettes - 100 napkins (1 ply)""",7800,10,6,7000,58,FALSE,1
Robin Dazzling Liquid Blue After Wash,7400,5,6,7000,200,FALSE,200
Om Bhakti Camphor Big,11900,10,6,10700,40,FALSE,40
Om Bhakti Wick for Diya - Cotton Long Batti ,2000,0,6,2000,75,FALSE,75
Om Bhakti Camphor Small,7900,10,6,7100,25,FALSE,25
Ariel Matic Top Load Detergent Washing Powder,49900,0,1,49900,2000,FALSE,2
Scotch Brite Multi-Purpose Sponge Wipes,70000,17,6,58100,580,FALSE,10
Surabhi Pure Camphor,5000,2,6,4900,25,FALSE,25
Lizol Double Concentrate Disinfectant Floor Cleaner Citrus,32500,5,6,30800,900,FALSE,900
Chakaachak Floor Pocha Large,5000,0,1,5000,58,FALSE,1
Ariel Matic Front Load Liquid Detergent,22000,0,4,22000,1000,FALSE,1
Harpic Power Fresh 6 Toilet Cleaner Rim Block Marine Splash,18800,10,4,16900,35,FALSE,35
Chakaachak Dust Proof Broom,18000,2,6,17500,58,FALSE,1
Cherry Blossom Liquid Shoe Polish Neutral ,0,0,1,0,75,FALSE,75
Om Bhakti Kumkum ,1200,0,6,1200,15,FALSE,15
Apsara Non Dust Eraser,6000,10,5,5400,1160,FALSE,20
Chakaachak Power Scrub (Pack of 2),4200,2,6,4100,116,FALSE,2
Om Bhakti Wick for Diya - Vanaspati Ghee Cotton Wicks Small ,6900,11,6,6100,30,FALSE,30
Whiskas Adult +1 year Salmon in Gravy,25000,10,3,22500,85,FALSE,1
Origami Paper Party Plates,24000,0,6,24000,580,FALSE,50
Gala Microfiber Multipurpose Cloth,14000,7,6,12900,58,FALSE,1
Ariel Matic Front Load Detergent Powder,26000,0,6,26000,1000,FALSE,1
Ariel Matic Liquid Detergent Front Load,25000,0,4,25000,1000,FALSE,1
Vim Dishwash Bar,2300,4,0,2200,300,TRUE,300
Dettol Effective Protection Antiseptic Liquid,11600,0,0,11600,250,TRUE,250
Godrej Good Night Gold Flash Liquid Vapouriser,8900,0,0,8900,60,TRUE,60
Rin Detergent Powder,8600,2,0,8400,1000,TRUE,1
Surf Excel Easy Wash Detergent Powder,13600,3,0,13100,1000,TRUE,1
Rin Detergent Bar,1000,0,0,1000,140,TRUE,140
Odomos Mosquito Repellent Spray,9000,8,0,8200,100,TRUE,100
Chakaachak Super Steel Scrubber,1200,8,0,1100,58,TRUE,1
Scotch-Brite Scrub Sponge Ideal For Dishwash Liquid,6500,9,0,5900,116,TRUE,2
Gala No Dust Broom,19000,7,0,17500,58,TRUE,1
Chakaachak Eazo Grass Broom New ,10500,2,0,10200,58,TRUE,1
Vim Dishwash Bar,4500,0,0,4500,600,TRUE,600
Rin Fabric Whitener Detergent,6900,10,0,6200,500,TRUE,500
Comfort After Wash Fabric Conditioner Lily Fresh ,23500,9,0,21200,860,TRUE,860
Ujala Superme For Super Whiteness Of Clothes,2500,0,0,2500,75,TRUE,75
Surf Excel Quick Wash,20800,6,0,19500,1000,TRUE,1
Scotch BOPP Packaging Tape,8000,15,0,6800,58,TRUE,1
Origami Plates Plain,25000,10,0,22500,100,TRUE,100
Dettol Antiseptic Liquid,3000,0,0,3000,60,TRUE,60
